Lagdo	7.5751	8.0393
category	Water Level	Water Level Error
Fri Nov 30 2018	47.27228091	0.024758789
Thu Dec 27 2018	46.30519194	0.006142962
Wed Jan 23 2019	45.87200913	0.021922797
Tue Feb 19 2019	45.60924468	0.004094771
Mon Mar 18 2019	45.63749474	0.002372028
Sun Apr 14 2019	45.62467792	0.004057681
Sat May 11 2019	45.88277906	0.018738869
Fri Jun 07 2019	46.97885515	0.003875227
Thu Jul 04 2019	48.63792423	0.006477098
Wed Jul 31 2019	50.2035973	0.008294318
Tue Aug 27 2019	51.16091615	0.005564701
Mon Sep 23 2019	52.39664331	0.009469409
Sun Oct 20 2019	52.38359801	0.0200246
Sat Nov 16 2019	52.08419163	0.000992566
Fri Dec 13 2019	47.48069851	0.01027907
Thu Jan 09 2020	46.51279316	0.01285399
Wed Feb 05 2020	46.0365734	0.02147859
Tue Mar 03 2020	45.76078877	0.027197339
Mon Mar 30 2020	45.73388211	0.003134304
Sun Apr 26 2020	46.03101776	0.002945421
Sat May 23 2020	46.42925258	0.019160159
Fri Jun 19 2020	47.51759998	0.033783887
Thu Jul 16 2020	49.61500853	0.000572188
Wed Aug 12 2020	50.31424871	0.007601795
Tue Sep 08 2020	51.04021082	0.013638392
Mon Oct 05 2020	52.50641195	0.004689823
Sun Nov 01 2020	50.13915223	0.036352454
Sat Nov 28 2020	47.05125698	0.006942647
Fri Dec 25 2020	46.21494241	0.011023985
Thu Jan 21 2021	45.92318564	0.012058152
Tue Mar 16 2021	45.48971358	0.020575782
Mon Apr 12 2021	45.46471711	0.010350287
Sun May 09 2021	45.69094101	0.038869273
Sat Jun 05 2021	46.46394915	0.007893931
Fri Jul 02 2021	47.88225902	0.001604222
Thu Jul 29 2021	49.7641247	0.065667995
Wed Aug 25 2021	51.13728303	0.011949982
Tue Sep 21 2021	51.87777551	0.02102747
Mon Oct 18 2021	49.62822243	0.009392701
Sun Nov 14 2021	48.62666087	0.026477081
Sat Dec 11 2021	46.82914818	0.018453742
Fri Jan 07 2022	46.04531684	0.01826013
Thu Feb 03 2022	45.83180764	0.051424496
Wed Mar 02 2022	45.75478223	0.059351571
Tue Mar 29 2022	45.48701507	0.001764813
Mon Apr 25 2022	46.01346607	0.04096842
Sat Jun 18 2022	46.99684884	0.009062363
Fri Jul 15 2022	48.86546666	0.008139445
Thu Aug 11 2022	50.35993032	0.011513239
Wed Sep 07 2022	52.56792204	0.008811158
Tue Oct 04 2022	53.22925601	0.002813344
Mon Oct 31 2022	51.94105702	0.009590475
Sun Nov 27 2022	47.67201615	0.00662881
Sat Dec 24 2022	46.76431449	0.001875834
Fri Jan 20 2023	46.2015253	0.027267517
Thu Feb 16 2023	46.17088576	0.039773228
Wed Mar 15 2023	45.78589255	0.00835696
Tue Apr 11 2023	45.87581096	0.007463902
Mon May 08 2023	46.1516244	0.016973281
Sun Jun 04 2023	47.08362595	0.002503474
Sat Jul 01 2023	49.47669952	0.012122154
Fri Jul 28 2023	49.83223336	0.015935847
Thu Aug 24 2023	51.09819895	0.005475244
Wed Sep 20 2023	51.769442	0.003439561
Tue Oct 17 2023	52.32219592	0.019214549
Mon Nov 13 2023	49.26966655	0.011059006
Sun Dec 10 2023	47.34393288	0.019458459
Sat Jan 06 2024	46.74413805	0.007402147
Fri Feb 02 2024	46.1286309	0.010949195
Thu Feb 29 2024	45.94802482	0.030835807
Wed Mar 27 2024	45.21930935	0.009305295
Tue Apr 23 2024	46.66715647	0.039647117
Mon May 20 2024	46.8736103	0.016041286
Sun Jun 16 2024	48.16152433	0.003899255
Sat Jul 13 2024	49.31100543	0.008647902
Fri Aug 09 2024	49.92579735	0.014646969
Thu Sep 05 2024	51.33818743	0.005874281
Wed Oct 02 2024	52.94076817	0.00232567
Tue Oct 29 2024	53.15315669	0.018119172
Mon Nov 25 2024	47.75252975	0.001175286
